
M-dependence

  bins 		<x_N>	<x_pi>	<x_F>	<q_T>	<M>	  A	er_stat	er_tot	
[4.30;4.75]	0.13	0.44	0.31	1.23	4.51	0.032	0.100	0.122
[4.75;5.50]	0.16	0.48	0.32	1.23	5.08	-0.121	0.102	0.125
[5.50;8.50]	0.22	0.56	0.34	1.25	6.43	0.228	0.095	0.116
