
x_F-dependence

  bins 		<x_N>	<x_pi>	<x_F>	<q_T>	<M>	  A	er_stat	er_tot	
[-1.00;0.21]	0.23	0.32	0.09	1.33	5.26	-0.357	0.111	0.136
[0.21;0.41]	0.16	0.47	0.31	1.26	5.33	0.073	0.129	0.157
[0.41;1.00]	0.12	0.68	0.56	1.13	5.43	-0.183	0.140	0.170
