
x_N-dependence

  bins 		<x_N>	<x_pi>	<x_F>	<q_T>	<M>	  A	er_stat	er_tot	
[0.00;0.13]	0.10	0.61	0.50	1.22	4.80	0.079	0.140	0.171
[0.13;0.19]	0.16	0.47	0.31	1.25	5.26	-0.016	0.125	0.153
[0.19;1.00]	0.25	0.40	0.15	1.23	5.98	0.197	0.110	0.135
