
q_T-dependence

  bins 		<x_N>	<x_pi>	<x_F>	<q_T>	<M>	  A	er_stat	er_tot	
0.00 0.90	0.17	0.52	0.35	0.66	5.32	-0.161	0.125	0.152
0.90 1.40	0.17	0.50	0.33	1.13	5.33	-0.353	0.128	0.156
1.40 5.00	0.17	0.46	0.29	1.97	5.37	-0.057	0.123	0.150
