
M-dependence

  bins 		<x_N>	<x_pi>	<x_F>	<q_T>	<M>	  A	er_stat	er_tot	
[4.30;4.75]	0.13	0.44	0.31	1.23	4.51	0.053	0.127	0.155
[4.75;5.50]	0.16	0.48	0.32	1.23	5.08	0.136	0.128	0.156
[5.50;8.50]	0.22	0.56	0.34	1.25	6.43	0.127	0.117	0.143
