0.   0.
0.01   -0.09668334709964287
0.02   -0.1697511373422552
0.03   -0.22913222770651925
0.04   -0.2797942243502987
0.05   -0.32173603496291664
0.06   -0.3588484735158838
0.07   -0.3905967776930931
0.08   -0.41806032302498497
0.09   -0.4419048799784139
0.1   -0.46238086664706507
0.11   -0.48006957742372375
0.12   -0.49516474752799156
0.13   -0.5080793012891259
0.14   -0.5190343535624141
0.15   -0.5280582708426075
0.16   -0.5351798088325277
0.17   -0.5407289357490556
0.18   -0.5450693561277703
0.19   -0.5483063464256295
0.2   -0.5502852801608243
0.21   -0.5507873067189741
0.22   -0.5502029291961501
0.23   -0.5488576991992345
0.24   -0.5468206335671243
0.25   -0.543902492585589
0.26   -0.539916423512717
0.27   -0.5350729051802883
0.28   -0.5294093435372086
0.29   -0.5230568848596742
0.3   -0.5162414305131412
0.31   -0.5093969468420665
0.32   -0.5021554832352122
0.33   -0.4942790208780514
0.34   -0.4857777250004327
0.35   -0.4769121649789422
0.36   -0.46790739509139384
0.37   -0.45870785821471893
0.38   -0.44945486094238496
0.39   -0.44007458554035694
0.4   -0.4302753311647348
0.41   -0.4194795459601037
0.42   -0.4083482913936952
0.43   -0.39729731598644075
0.44   -0.38644902420368454
0.45   -0.37562929930976574
0.46   -0.36484480377569023
0.47   -0.35399852648930263
0.48   -0.3429998555430256
0.49   -0.3318108487583663
0.5   -0.32044695381572713
0.51   -0.30874840960719074
0.52   -0.29702200490942204
0.53   -0.28552073957901875
0.54   -0.2743105940596829
0.55   -0.2632677960159086
0.56   -0.25230727017987326
0.57   -0.24151905500435386
0.58   -0.23107114820901695
0.59   -0.22086605129964318
0.6   -0.2105361028529117
0.61   -0.19936682400741532
0.62   -0.18815434716820945
0.63   -0.1774050252863451
0.64   -0.16725114166532618
0.65   -0.15744500645028314
0.66   -0.14797656872790174
0.67   -0.13868330849619942
0.68   -0.12928323326059743
0.69   -0.119827869484296
0.7   -0.11070918125587549
0.71   -0.10248917928542592
0.72   -0.0946649267749124
0.73   -0.08695072113597409
0.74   -0.07929797154795226
0.75   -0.0718993943852964
0.76   -0.0649257504219651
0.77   -0.05824025307033368
0.78   -0.05174946446713563
0.79   -0.04546683405864904
0.8   -0.03951492389884714
0.81   -0.033898880940224016
0.82   -0.02882209478040157
0.83   -0.024425503938276423
0.84   -0.020849798191283117
0.85   -0.01823566731685613
0.86   -0.015966839113727253
0.87   -0.014179344912396648
0.88   -0.012798091182696873
0.89   -0.011746402641074348
0.9   -0.010947604003975486
0.91   -0.010325019987846707
0.92   -0.009801975309134424
0.93   -0.009301794684285054
0.94   -0.00874780282974502
0.95   -0.008063324461960727
0.96   -0.007171684297378593
0.97   -0.005996207052445039
0.98   -0.004460217443606478
0.99   -0.0024870401873093254
1.   0.
