0.019899 0.009951 0.015343 0.020735 
0.029798 0.019508 0.028041 0.036575 
0.039697 0.030698 0.042815 0.054932 
0.049596 0.042983 0.059160 0.075337 
0.059495 0.056003 0.076694 0.097385 
0.069394 0.069498 0.095106 0.120714 
0.079293 0.083272 0.114136 0.144999 
0.089192 0.097175 0.133563 0.169951 
0.099091 0.111082 0.153196 0.195310 
0.108990 0.124892 0.172867 0.220843 
0.118889 0.138519 0.192431 0.246343 
0.128788 0.151889 0.211757 0.271625 
0.138687 0.164941 0.230733 0.296525 
0.148586 0.177620 0.249258 0.320897 
0.158485 0.189878 0.267245 0.344611 
0.168384 0.201675 0.284616 0.367556 
0.178283 0.212975 0.301303 0.389631 
0.188182 0.223747 0.317249 0.410752 
0.198081 0.233964 0.332404 0.430844 
0.207980 0.243603 0.346724 0.449846 
0.217879 0.252646 0.360175 0.467704 
0.227778 0.261076 0.372727 0.484378 
0.237677 0.268880 0.384357 0.499834 
0.247576 0.276047 0.395046 0.514046 
0.257475 0.282568 0.404783 0.526998 
0.267374 0.288439 0.413559 0.538679 
0.277273 0.293654 0.421370 0.549085 
0.287172 0.298213 0.428216 0.558219 
0.297071 0.302116 0.434102 0.566089 
0.306970 0.305363 0.439035 0.572707 
0.316869 0.307960 0.443026 0.578092 
0.326768 0.309910 0.446088 0.582265 
0.336667 0.311221 0.448237 0.585252 
0.346566 0.311902 0.449492 0.587083 
0.356465 0.311960 0.449875 0.587790 
0.366364 0.311408 0.449408 0.587408 
0.376263 0.310258 0.448116 0.585975 
0.386162 0.308522 0.446027 0.583531 
0.396061 0.306217 0.443167 0.580118 
0.405960 0.303357 0.439568 0.575778 
0.415859 0.299960 0.435259 0.570558 
0.425758 0.296043 0.430272 0.564501 
0.435657 0.291627 0.424641 0.557654 
0.445556 0.286731 0.418398 0.550065 
0.455455 0.281378 0.411579 0.541781 
0.465354 0.275589 0.404218 0.532847 
0.475253 0.269388 0.396350 0.523312 
0.485152 0.262800 0.388011 0.513221 
0.495051 0.255849 0.379236 0.502622 
0.504949 0.248564 0.370061 0.491558 
0.514848 0.240970 0.360522 0.480074 
0.524747 0.233096 0.350655 0.468214 
0.534646 0.224971 0.340496 0.456020 
0.544545 0.216625 0.330078 0.443531 
0.554444 0.208088 0.319439 0.430789 
0.564343 0.199391 0.308611 0.417830 
0.574242 0.190565 0.297628 0.404692 
0.584141 0.181642 0.286525 0.391408 
0.594040 0.172653 0.275333 0.378014 
0.603939 0.163631 0.264086 0.364540 
0.613838 0.154608 0.252812 0.351017 
0.623737 0.145614 0.241544 0.337475 
0.633636 0.136682 0.230311 0.323940 
0.643535 0.127843 0.219141 0.310439 
0.653434 0.119125 0.208061 0.296997 
0.663333 0.110559 0.197098 0.283637 
0.673232 0.102172 0.186277 0.270382 
0.683131 0.093992 0.175623 0.257254 
0.693030 0.086044 0.165158 0.244272 
0.702929 0.078352 0.154904 0.231457 
0.712828 0.070939 0.144883 0.218826 
0.722727 0.063826 0.135113 0.206399 
0.732626 0.057031 0.125612 0.194192 
0.742525 0.050572 0.116397 0.182221 
0.752424 0.044463 0.107483 0.170503 
0.762323 0.038718 0.098885 0.159052 
0.772222 0.033345 0.090615 0.147885 
0.782121 0.028354 0.082685 0.137015 
0.792020 0.023751 0.075104 0.126456 
0.801919 0.019538 0.067881 0.116223 
0.811818 0.015717 0.061023 0.106328 
0.821717 0.012286 0.054535 0.096785 
0.831616 0.009240 0.048423 0.087606 
0.841515 0.006574 0.042689 0.078804 
0.851414 0.004277 0.037335 0.070392 
0.861313 0.002339 0.032360 0.062381 
0.871212 0.000745 0.027764 0.054784 
0.881111 -0.000522 0.023545 0.047612 
0.891010 -0.001480 0.019699 0.040879 
0.900909 -0.002153 0.016221 0.034595 
0.910808 -0.002564 0.013105 0.028773 
0.920707 -0.002740 0.010343 0.023427 
0.930606 -0.002711 0.007929 0.018568 
0.940505 -0.002508 0.005853 0.014213 
0.950404 -0.002167 0.004105 0.010377 
0.960303 -0.001727 0.002676 0.007078 
0.970202 -0.001231 0.001555 0.004341 
0.980101 -0.000727 0.000736 0.002198 
0.990000 -0.000278 0.000212 0.000703 
