0.002   0.7343422863532939   
0.02   0.17898943829948805   
0.04   0.10379154719967387   
0.06   0.07141972050313704   
0.08   0.052834470439375766   
0.1   0.040691504646657724   
0.12   0.03214768753046985   
0.14   0.02584112817594115   
0.16   0.02102808506516216   
0.18   0.017264221021204663   
0.2   0.014266186764114569   
0.22   0.011844038138706952   
0.24   0.009865329662935109   
0.26   0.008234684484080162   
0.28   0.006881620089886568   
0.3   0.005752847784268958   
0.32   0.0048073210347472604   
0.34   0.004012891458880005   
0.36   0.0033440264372706185   
0.38   0.0027801892107152666   
0.4   0.002304667774506395   
0.42   0.0019037407916170565   
0.44   0.0015660345288197632   
0.46   0.0012820522256581268   
0.48   0.0010438076373801564   
0.5   0.0008445424672200294   
0.52   0.000678509720619574   
0.54   0.0005407956576398404   
0.56   0.0004271872057630753   
0.58   0.0003340543370109853   
0.6   0.00025826700818160406   
0.62   0.00019711679769880298   
0.64   0.00014825933176933312   
0.66   0.00010966621780387447   
0.68   0.00007958167922069604   
0.7   0.000056486128262416083   
0.72   0.00003907469179867143   
0.74   0.00002622360210304267   
0.76   0.000016977529663734534   
0.78   0.000010524260544651823   
0.8   6.187250265571882e-6   
0.82   3.4044317467319094e-6   
0.84   1.7217596482843453e-6   
0.86   7.804903346882244e-7   
0.88   3.0554534388853034e-7   
0.9   9.690756695757186e-8   
0.92   2.2239030603689614e-8   
0.94   2.7812816607735058e-9   
0.96   -3.278610388720455e-12   
0.98   1.3431473668269873e-10   
0.99   -1.4094970747112321e-9   
